contig  chromosome
RXNX01020924	NW_022594626.1
RXNX01020927	NW_022594628.1
RXNX01020928	NW_022594629.1
RXNX01020929	NW_022594630.1
RXNX01020930	NW_022594631.1
RXNX01020931	NW_022594632.1
RXNX01020932	NW_022594633.1
RXNX01020933	NW_022594634.1
RXNX01020934	NW_022594635.1
RXNX01020935	NW_022594636.1
RXNX01020936	NW_022594637.1
RXNX01020937	NW_022594638.1
RXNX01020938	NW_022594639.1
RXNX01020939	NW_022594640.1
RXNX01020940	NW_022594641.1
RXNX01020941	NW_022594642.1
RXNX01020942	NW_022594643.1
RXNX01020943	NW_022594644.1
RXNX01020944	NW_022594645.1
RXNX01020945	NW_022594646.1
RXNX01020946	NW_022594647.1
RXNX01020947	NW_022594648.1
RXNX01020950	NW_022594650.1
RXNX01020951	NW_022594651.1
RXNX01020952	NW_022594652.1
RXNX01020953	NW_022594653.1
RXNX01020954	NW_022594654.1
RXNX01020955	NW_022594655.1
RXNX01020956	NW_022594656.1
RXNX01020957	NW_022594657.1
RXNX01020958	NW_022594658.1
RXNX01020959	NW_022594659.1
RXNX01020960	NW_022594660.1
RXNX01020961	NW_022594661.1
RXNX01020962	NW_022594662.1
RXNX01020963	NW_022594663.1
RXNX01020964	NW_022594664.1
RXNX01020965	NW_022594665.1
RXNX01020966	NW_022594666.1
RXNX01020967	NW_022594667.1
RXNX01020968	NW_022594668.1
RXNX01020969	NW_022594669.1
RXNX01020972	NW_022594671.1
RXNX01020973	NW_022594672.1
RXNX01020974	NW_022594673.1
RXNX01020975	NW_022594674.1
RXNX01020976	NW_022594675.1
RXNX01020977	NW_022594676.1
RXNX01020978	NW_022594677.1
RXNX01020979	NW_022594678.1
RXNX01020980	NW_022594679.1
RXNX01020981	NW_022594680.1
RXNX01020990	NW_022594685.1
RXNX01020991	NW_022594686.1
RXNX01020992	NW_022594687.1
RXNX01020993	NW_022594688.1
RXNX01020994	NW_022594689.1
RXNX01020997	NW_022594691.1
RXNX01020998	NW_022594692.1
RXNX01021003	NW_022594695.1
RXNX01021004	NW_022594696.1
RXNX01021005	NW_022594697.1
RXNX01021006	NW_022594698.1
RXNX01021007	NW_022594699.1
RXNX01021008	NW_022594700.1
RXNX01021009	NW_022594701.1
RXNX01021010	NW_022594702.1
RXNX01021011	NW_022594703.1
RXNX01021012	NW_022594704.1
RXNX01021013	NW_022594705.1
RXNX01021014	NW_022594706.1
RXNX01021015	NW_022594707.1
RXNX01021016	NW_022594708.1
RXNX01021017	NW_022594709.1
RXNX01021018	NW_022594710.1
RXNX01021019	NW_022594711.1
RXNX01021020	NW_022594712.1
RXNX01021021	NW_022594713.1
RXNX01021024	NW_022594715.1
RXNX01021025	NW_022594716.1
RXNX01021026	NW_022594717.1
RXNX01021027	NW_022594718.1
RXNX01021028	NW_022594719.1
RXNX01021029	NW_022594720.1
RXNX01021030	NW_022594721.1
RXNX01021031	NW_022594722.1
RXNX01021032	NW_022594723.1
RXNX01021035	NW_022594725.1
RXNX01021036	NW_022594726.1
RXNX01021037	NW_022594727.1
RXNX01021038	NW_022594728.1
RXNX01021039	NW_022594729.1
RXNX01021040	NW_022594730.1
RXNX01021041	NW_022594731.1
RXNX01021042	NW_022594732.1
RXNX01021043	NW_022594733.1
RXNX01021044	NW_022594734.1
RXNX01021045	NW_022594735.1
RXNX01021046	NW_022594736.1
RXNX01021047	NW_022594737.1
RXNX01021048	NW_022594738.1
RXNX01021049	NW_022594739.1
RXNX01021050	NW_022594740.1
RXNX01021051	NW_022594741.1
RXNX01021052	NW_022594742.1
RXNX01021053	NW_022594743.1
RXNX01021054	NW_022594744.1
RXNX01021055	NW_022594745.1
RXNX01021056	NW_022594746.1
RXNX01021057	NW_022594747.1
RXNX01021058	NW_022594748.1
RXNX01021059	NW_022594749.1
RXNX01021060	NW_022594750.1
RXNX01021061	NW_022594751.1
RXNX01021062	NW_022594752.1
RXNX01021066	NW_022594754.1
RXNX01021067	NW_022594755.1
RXNX01021068	NW_022594756.1
RXNX01021069	NW_022594757.1
RXNX01021070	NW_022594758.1
RXNX01021073	NW_022594760.1
RXNX01021074	NW_022594761.1
RXNX01021075	NW_022594762.1
RXNX01021076	NW_022594763.1
RXNX01021077	NW_022594764.1
RXNX01021082	NW_022594767.1
RXNX01021083	NW_022594768.1
RXNX01021084	NW_022594769.1
RXNX01021085	NW_022594770.1
RXNX01021086	NW_022594771.1
RXNX01021087	NW_022594772.1
RXNX01021088	NW_022594773.1
RXNX01021089	NW_022594774.1
RXNX01021090	NW_022594775.1
RXNX01021091	NW_022594776.1
RXNX01021092	NW_022594777.1
RXNX01021093	NW_022594778.1
RXNX01021094	NW_022594779.1
RXNX01021095	NW_022594780.1
RXNX01021096	NW_022594781.1
RXNX01021097	NW_022594782.1
RXNX01021098	NW_022594783.1
RXNX01021099	NW_022594784.1
RXNX01021102	NW_022594786.1
RXNX01021103	NW_022594787.1
RXNX01021104	NW_022594788.1
RXNX01021105	NW_022594789.1
RXNX01021108	NW_022594791.1
RXNX01021109	NW_022594792.1
RXNX01021110	NW_022594793.1
RXNX01021111	NW_022594794.1
RXNX01021112	NW_022594795.1
RXNX01021113	NW_022594796.1
RXNX01021114	NW_022594797.1
RXNX01021115	NW_022594798.1
RXNX01021116	NW_022594799.1
RXNX01021117	NW_022594800.1
RXNX01021118	NW_022594801.1
RXNX01021121	NW_022594803.1
RXNX01021122	NW_022594804.1
RXNX01021123	NW_022594805.1
RXNX01021126	NW_022594807.1
RXNX01021127	NW_022594808.1
RXNX01021128	NW_022594809.1
RXNX01021129	NW_022594810.1
RXNX01021132	NW_022594812.1
RXNX01021133	NW_022594813.1
RXNX01021134	NW_022594814.1
RXNX01021135	NW_022594815.1
RXNX01021136	NW_022594816.1
RXNX01021137	NW_022594817.1
RXNX01021138	NW_022594818.1
RXNX01021139	NW_022594819.1
RXNX01021142	NW_022594821.1
RXNX01021143	NW_022594822.1
RXNX01021144	NW_022594823.1
RXNX01021145	NW_022594824.1
RXNX01021148	NW_022594826.1
RXNX01021149	NW_022594827.1
RXNX01021150	NW_022594828.1
RXNX01021151	NW_022594829.1
RXNX01021152	NW_022594830.1
RXNX01021153	NW_022594831.1
RXNX01021154	NW_022594832.1
RXNX01021155	NW_022594833.1
RXNX01021156	NW_022594834.1
RXNX01021157	NW_022594835.1
RXNX01021158	NW_022594836.1
RXNX01021159	NW_022594837.1
RXNX01021160	NW_022594838.1
RXNX01021161	NW_022594839.1
RXNX01021166	NW_022594842.1
RXNX01021167	NW_022594843.1
RXNX01021170	NW_022594845.1
RXNX01021171	NW_022594846.1
RXNX01021172	NW_022594847.1
RXNX01021173	NW_022594848.1
RXNX01021174	NW_022594849.1
RXNX01021175	NW_022594850.1
RXNX01021176	NW_022594851.1
RXNX01021177	NW_022594852.1
RXNX01021178	NW_022594853.1
RXNX01021179	NW_022594854.1
RXNX01021180	NW_022594855.1
RXNX01021181	NW_022594856.1
RXNX01021182	NW_022594857.1
RXNX01021183	NW_022594858.1
RXNX01021184	NW_022594859.1
RXNX01021185	NW_022594860.1
RXNX01021188	NW_022594862.1
RXNX01021189	NW_022594863.1
RXNX01021190	NW_022594864.1
RXNX01021191	NW_022594865.1
RXNX01021192	NW_022594866.1
RXNX01021193	NW_022594867.1
RXNX01021194	NW_022594868.1
RXNX01021197	NW_022594870.1
RXNX01021198	NW_022594871.1
RXNX01021199	NW_022594872.1
RXNX01021200	NW_022594873.1
RXNX01021201	NW_022594874.1
RXNX01021202	NW_022594875.1
RXNX01021203	NW_022594876.1
RXNX01021204	NW_022594877.1
RXNX01021207	NW_022594879.1
RXNX01021208	NW_022594880.1
RXNX01021209	NW_022594881.1
RXNX01021210	NW_022594882.1
RXNX01021211	NW_022594883.1
RXNX01021212	NW_022594884.1
RXNX01021213	NW_022594885.1
RXNX01021214	NW_022594886.1
RXNX01021215	NW_022594887.1
RXNX01021216	NW_022594888.1
RXNX01021217	NW_022594889.1
RXNX01021218	NW_022594890.1
RXNX01021219	NW_022594891.1
RXNX01021220	NW_022594892.1
RXNX01021221	NW_022594893.1
RXNX01021222	NW_022594894.1
RXNX01021223	NW_022594895.1
RXNX01021224	NW_022594896.1
RXNX01021225	NW_022594897.1
RXNX01021226	NW_022594898.1
RXNX01021227	NW_022594899.1
RXNX01021228	NW_022594900.1
RXNX01021229	NW_022594901.1
RXNX01021230	NW_022594902.1
RXNX01021231	NW_022594903.1
RXNX01021232	NW_022594904.1
RXNX01021233	NW_022594905.1
RXNX01021234	NW_022594906.1
RXNX01021235	NW_022594907.1
RXNX01021236	NW_022594908.1
RXNX01021237	NW_022594909.1
RXNX01021238	NW_022594910.1
RXNX01021239	NW_022594911.1
RXNX01021240	NW_022594912.1
RXNX01021241	NW_022594913.1
RXNX01021242	NW_022594914.1
RXNX01021243	NW_022594915.1
RXNX01021244	NW_022594916.1
RXNX01021245	NW_022594917.1
RXNX01021248	NW_022594919.1
RXNX01021251	NW_022594921.1
RXNX01021252	NW_022594922.1
RXNX01021255	NW_022594924.1
RXNX01021256	NW_022594925.1
RXNX01021257	NW_022594926.1
RXNX01021258	NW_022594927.1
RXNX01021259	NW_022594928.1
RXNX01021260	NW_022594929.1
RXNX01021261	NW_022594930.1
RXNX01021262	NW_022594931.1
RXNX01021265	NW_022594933.1
RXNX01021266	NW_022594934.1
RXNX01021267	NW_022594935.1
RXNX01021268	NW_022594936.1
RXNX01021269	NW_022594937.1
RXNX01021270	NW_022594938.1
RXNX01021271	NW_022594939.1
RXNX01021272	NW_022594940.1
RXNX01021273	NW_022594941.1
RXNX01021274	NW_022594942.1
RXNX01021275	NW_022594943.1
RXNX01021276	NW_022594944.1
RXNX01021277	NW_022594945.1
RXNX01021278	NW_022594946.1
RXNX01021279	NW_022594947.1
RXNX01021280	NW_022594948.1
RXNX01021281	NW_022594949.1
RXNX01021282	NW_022594950.1
RXNX01021283	NW_022594951.1
RXNX01021284	NW_022594952.1
RXNX01021285	NW_022594953.1
RXNX01021286	NW_022594954.1
RXNX01021287	NW_022594955.1
RXNX01021288	NW_022594956.1
RXNX01021289	NW_022594957.1
RXNX01021290	NW_022594958.1
RXNX01021291	NW_022594959.1
RXNX01021292	NW_022594960.1
RXNX01021293	NW_022594961.1
RXNX01021294	NW_022594962.1
RXNX01021295	NW_022594963.1
RXNX01021296	NW_022594964.1
RXNX01021297	NW_022594965.1
RXNX01021298	NW_022594966.1
RXNX01021299	NW_022594967.1
RXNX01021300	NW_022594968.1
RXNX01021301	NW_022594969.1
RXNX01021302	NW_022594970.1
RXNX01021303	NW_022594971.1
RXNX01021304	NW_022594972.1
RXNX01021305	NW_022594973.1
RXNX01021306	NW_022594974.1
RXNX01021307	NW_022594975.1
RXNX01021308	NW_022594976.1
RXNX01021309	NW_022594977.1
RXNX01021310	NW_022594978.1
RXNX01021311	NW_022594979.1
RXNX01021312	NW_022594980.1
RXNX01021313	NW_022594981.1
RXNX01021314	NW_022594982.1
RXNX01021315	NW_022594983.1
RXNX01021316	NW_022594984.1
RXNX01021317	NW_022594985.1
RXNX01021320	NW_022594987.1
RXNX01021321	NW_022594988.1
RXNX01021322	NW_022594989.1
RXNX01021323	NW_022594990.1
RXNX01021324	NW_022594991.1
RXNX01021325	NW_022594992.1
RXNX01021326	NW_022594993.1
RXNX01021327	NW_022594994.1
RXNX01021328	NW_022594995.1
RXNX01021329	NW_022594996.1
RXNX01021330	NW_022594997.1
RXNX01021331	NW_022594998.1
RXNX01021332	NW_022594999.1
RXNX01021333	NW_022595000.1
RXNX01021334	NW_022595001.1
RXNX01021335	NW_022595002.1
RXNX01021336	NW_022595003.1
RXNX01021337	NW_022595004.1
RXNX01021338	NW_022595005.1
RXNX01021345	NW_022595009.1
RXNX01021348	NW_022595011.1
RXNX01021349	NW_022595012.1
RXNX01021350	NW_022595013.1
RXNX01021351	NW_022595014.1
RXNX01021352	NW_022595015.1
RXNX01021353	NW_022595016.1
RXNX01021354	NW_022595017.1
RXNX01021355	NW_022595018.1
RXNX01021356	NW_022595019.1
RXNX01021357	NW_022595020.1
RXNX01021358	NW_022595021.1
RXNX01021359	NW_022595022.1
RXNX01021360	NW_022595023.1
RXNX01021361	NW_022595024.1
RXNX01021362	NW_022595025.1
RXNX01021363	NW_022595026.1
RXNX01021366	NW_022595028.1
RXNX01021367	NW_022595029.1
RXNX01021370	NW_022595031.1
RXNX01021371	NW_022595032.1
RXNX01021372	NW_022595033.1
RXNX01021373	NW_022595034.1
RXNX01021374	NW_022595035.1
RXNX01021375	NW_022595036.1
RXNX01021376	NW_022595037.1
RXNX01021379	NW_022595039.1
RXNX01021380	NW_022595040.1
RXNX01021381	NW_022595041.1
RXNX01021382	NW_022595042.1
RXNX01021383	NW_022595043.1
RXNX01021384	NW_022595044.1
RXNX01021385	NW_022595045.1
RXNX01021386	NW_022595046.1
RXNX01021387	NW_022595047.1
RXNX01021388	NW_022595048.1
RXNX01021389	NW_022595049.1
RXNX01021390	NW_022595050.1
RXNX01021391	NW_022595051.1
RXNX01021392	NW_022595052.1
RXNX01021395	NW_022595054.1
RXNX01021396	NW_022595055.1
RXNX01021397	NW_022595056.1
RXNX01021398	NW_022595057.1
RXNX01021399	NW_022595058.1
RXNX01021400	NW_022595059.1
RXNX01021401	NW_022595060.1
RXNX01021402	NW_022595061.1
RXNX01021403	NW_022595062.1
RXNX01021404	NW_022595063.1
RXNX01021405	NW_022595064.1
RXNX01021406	NW_022595065.1
RXNX01021407	NW_022595066.1
RXNX01021408	NW_022595067.1
RXNX01021409	NW_022595068.1
RXNX01021410	NW_022595069.1
RXNX01021411	NW_022595070.1
RXNX01021414	NW_022595072.1
RXNX01021415	NW_022595073.1
RXNX01021416	NW_022595074.1
RXNX01021417	NW_022595075.1
RXNX01021418	NW_022595076.1
RXNX01021419	NW_022595077.1
RXNX01021420	NW_022595078.1
RXNX01021421	NW_022595079.1
RXNX01021422	NW_022595080.1
RXNX01021423	NW_022595081.1
RXNX01021424	NW_022595082.1
RXNX01021425	NW_022595083.1
RXNX01021428	NW_022595085.1
RXNX01021429	NW_022595086.1
RXNX01021430	NW_022595087.1
RXNX01021431	NW_022595088.1
RXNX01021432	NW_022595089.1
RXNX01021433	NW_022595090.1
RXNX01021434	NW_022595091.1
RXNX01021435	NW_022595092.1
RXNX01021436	NW_022595093.1
RXNX01021437	NW_022595094.1
RXNX01021438	NW_022595095.1
RXNX01021439	NW_022595096.1
RXNX01021440	NW_022595097.1
RXNX01021441	NW_022595098.1
RXNX01021442	NW_022595099.1
RXNX01021443	NW_022595100.1
RXNX01021444	NW_022595101.1
RXNX01021445	NW_022595102.1
RXNX01021446	NW_022595103.1
RXNX01021447	NW_022595104.1
RXNX01021448	NW_022595105.1
RXNX01021449	NW_022595106.1
RXNX01021450	NW_022595107.1
RXNX01021451	NW_022595108.1
RXNX01021452	NW_022595109.1
RXNX01021453	NW_022595110.1
RXNX01021454	NW_022595111.1
RXNX01021457	NW_022595113.1
RXNX01021458	NW_022595114.1
RXNX01021461	NW_022595116.1
RXNX01021462	NW_022595117.1
RXNX01021463	NW_022595118.1
RXNX01021470	NW_022595122.1
RXNX01021471	NW_022595123.1
RXNX01021472	NW_022595124.1
RXNX01021473	NW_022595125.1
RXNX01021477	NW_022595127.1
RXNX01021478	NW_022595128.1
RXNX01021479	NW_022595129.1
RXNX01021480	NW_022595130.1
RXNX01021483	NW_022595132.1
RXNX01021484	NW_022595133.1
RXNX01021485	NW_022595134.1
RXNX01021486	NW_022595135.1
RXNX01021487	NW_022595136.1
RXNX01021488	NW_022595137.1
RXNX01021489	NW_022595138.1
RXNX01021490	NW_022595139.1
RXNX01021491	NW_022595140.1
RXNX01021492	NW_022595141.1
RXNX01021493	NW_022595142.1
RXNX01021494	NW_022595143.1
RXNX01021495	NW_022595144.1
RXNX01021496	NW_022595145.1
RXNX01021497	NW_022595146.1
RXNX01021498	NW_022595147.1
RXNX01021499	NW_022595148.1
RXNX01021500	NW_022595149.1
RXNX01021501	NW_022595150.1
RXNX01021502	NW_022595151.1
RXNX01021503	NW_022595152.1
RXNX01021504	NW_022595153.1
RXNX01021505	NW_022595154.1
RXNX01021506	NW_022595155.1
RXNX01021507	NW_022595156.1
RXNX01021508	NW_022595157.1
RXNX01021509	NW_022595158.1
RXNX01021510	NW_022595159.1
RXNX01021511	NW_022595160.1
RXNX01021518	NW_022595164.1
RXNX01021519	NW_022595165.1
RXNX01021520	NW_022595166.1
RXNX01021521	NW_022595167.1
RXNX01021522	NW_022595168.1
RXNX01021523	NW_022595169.1
RXNX01021524	NW_022595170.1
RXNX01021525	NW_022595171.1
RXNX01021526	NW_022595172.1
RXNX01021527	NW_022595173.1
RXNX01021528	NW_022595174.1
RXNX01021529	NW_022595175.1
RXNX01021530	NW_022595176.1
RXNX01021531	NW_022595177.1
RXNX01021532	NW_022595178.1
RXNX01021533	NW_022595179.1
RXNX01021534	NW_022595180.1
RXNX01021535	NW_022595181.1
RXNX01021536	NW_022595182.1
RXNX01021537	NW_022595183.1
RXNX01021538	NW_022595184.1
RXNX01021539	NW_022595185.1
RXNX01021540	NW_022595186.1
RXNX01021541	NW_022595187.1
RXNX01021542	NW_022595188.1
RXNX01021545	NW_022595190.1
RXNX01021546	NW_022595191.1
RXNX01021547	NW_022595192.1
RXNX01021548	NW_022595193.1
RXNX01021549	NW_022595194.1
RXNX01021550	NW_022595195.1
RXNX01021551	NW_022595196.1
RXNX01021552	NW_022595197.1
RXNX01021553	NW_022595198.1
RXNX01021554	NW_022595199.1
RXNX01021555	NW_022595200.1
RXNX01021556	NW_022595201.1
RXNX01021557	NW_022595202.1
RXNX01021558	NW_022595203.1
RXNX01021559	NW_022595204.1
RXNX01021560	NW_022595205.1
RXNX01021561	NW_022595206.1
RXNX01021562	NW_022595207.1
RXNX01021563	NW_022595208.1
RXNX01021564	NW_022595209.1
RXNX01021565	NW_022595210.1
RXNX01021566	NW_022595211.1
RXNX01021567	NW_022595212.1
RXNX01021568	NW_022595213.1
RXNX01021569	NW_022595214.1
RXNX01021570	NW_022595215.1
RXNX01021571	NW_022595216.1
RXNX01021572	NW_022595217.1
RXNX01021575	NW_022595219.1
RXNX01021576	NW_022595220.1
RXNX01021577	NW_022595221.1
RXNX01021578	NW_022595222.1
RXNX01021579	NW_022595223.1
RXNX01021580	NW_022595224.1
RXNX01021581	NW_022595225.1
RXNX01021582	NW_022595226.1
RXNX01021583	NW_022595227.1
RXNX01021584	NW_022595228.1
RXNX01021585	NW_022595229.1
RXNX01021586	NW_022595230.1
RXNX01021587	NW_022595231.1
RXNX01021588	NW_022595232.1
RXNX01021589	NW_022595233.1
RXNX01021590	NW_022595234.1
RXNX01021591	NW_022595235.1
RXNX01021594	NW_022595237.1
RXNX01021595	NW_022595238.1
RXNX01021598	NW_022595240.1
RXNX01021599	NW_022595241.1
RXNX01021600	NW_022595242.1
RXNX01021601	NW_022595243.1
